Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSA;Nombre de zones de suppléments de radiothérapie (Nb_Rdth) ;NSR;1;136;136;;;;;;SR;
RSA;Top valves aortiques percutanées ;TVAP;1;137;137;;;;;1 si date sortie >=15/08/2012 + type autorisation UM 60 + acte pose, blanc sinon;;
RSA;Type de génération automatique du RSA ;TYGARSA;1;138;138;;;;;0 : pas de génération automatique \n 1 : FFM, ATU, SE \n 2 : médecin salariés \n 3 : dialyse;;
RSA;GHS si non prise en compte de l'innovation ;GHSNPCI;4;139;142;;;;;;;
RSA;Filler ;FI143;8;143;150;;;;;;;
RSA;Nombre de suppléments caisson hyperbare ;NSCH;3;151;153;;;;;;;
RSA;Type de prestation de prélèvement d'organe ;NPPORG;1;154;154;;;;;1, 2 ou 3 ;;
RSA;Nombre de suppléments pour REA (réanimation) ;NSREA;3;155;157;;;;;;;
RSA;Nombre de suppléments soins intensifs provenant de la réanimation ;NSSIR;3;158;160;;;;;;;
RSA;Nombre de suppléments pour Soins Intensifs;NSSTF;3;161;163;;;;;(HK : je garde le nom de variable NSSTF même l’abréviation a été supprimée en RSA 229);;
RSA;Nombre de suppléments USIP;NSUSIP;3;164;166;;;;;;;
RSA;Nombre de suppléments pour SRC (surveillance continue) ;NSSRC;3;167;169;;;;;;;
RSA;Nombre de suppléments NN1 ;NSNN1;3;170;172;;;;;;;
RSA;Nombre de suppléments NN2 ;NSNN2;3;173;175;;;;;;;
RSA;Nombre de suppléments NN3 ;NSNN3;3;176;178;;;;;;;
RSA;Nombre de suppléments REP (réanimation pédiatrique) ;NSREP;3;179;181;;;;;;;
RSA;Passage dans un lit dédié de soins palliatifs ;PLSPAL;1;182;182;;;;;;;
RSA;Type de machine en radiothérapie ;TYMRT;1;183;183;;;;;;;
RSA;Type de dosimétrie ;TYDOSI;1;184;184;;;;;;;
RSA;Numéro d'innovation ;NINNOV;15;185;199;;;;;;;
RSA;Supplément défibrillateur cardiaque;SUPPDEFC;1;200;200;;;;;0 : non, 1 : oui;;
RSA;Conversion hospitalisation complète;CONVHC;1;201;201;;;;;1 : conversion en hospitalisation complète ou mixte après prise en charge en HP, \n 0 : pas de conversion, \n blanc : non concerné;;
RSA;Prise en charge RAAC;PECRAAC;1;202;202;;;;; 0 : pas de prise en charge RAAC (réhabilitation améliorée après chirurgie) \n 1 : prise en charge RAAC \n 2 : RAAC déclaré mais mode de sortie transfert ou décès;;
RSA;Séjour éligible au forfait diabète;SEJEFD;1;203;203;;;;;0: non, 1 : oui;;
RSA;Top eligibilité gradation ;TOPEG;1;204;204;;;;;1 : oui, 2: non, blanc: non concerné ;;
RSA;Contexte patient / Surveillance particulière ;CTXPATSP;1;205;205;;;;;1 : oui, 2 : non blanc: non renseigné ;;
RSA;Administration d'un produit de la RH ;ADMPRH;1;206;206;;;;;1 : oui, 2 : non blanc: non renseigné ;;
RSA;Rescrit tarifaire ;RESCRT;1;207;207;;;;;1 : oui, 2 : non blanc: non renseigné ;;
RSA;Catégorie du nombre d'interventions totales ;CATNIT;1;208;208;;;;; A : < à 3 interventions \n B : égale à 3 interventions \n C : > à 3 interventions \n blanc : non renseigné ;;
RSA;Non Programmé (NP);NPROG;1;209;209;;;;;" 1 : non programmé, \n 2 : ""pas non programmé"", \n X : valeur non homogène entre les RUMs, \n blanc : non renseigné";;
RSA;Passage par une structure d'urgence;PSUR;1;210;210;N;A;A;; 'Blanc' accepté ou valeurs possibles :  \n 5  - urgences de l'EG \n U - urgences d'une autre EG \n V-  5 et U;;
RSA;Top Supplément Cartcells;TSCTC;1;211;211;N;A;A;;0: Non 1: Oui;;
RSA;Filler ;FI209;1;212;212;;;;;;;
RSA;Numéro séquentiel du RUM ayant fourni le DP;NRUPDP;2;213;214;;;;;;;
RSA;Diagnostic principal (DP) ;DP;6;215;220;;;;;;;
RSA;Diagnostic relié (DR) ;DR;6;221;226;;;;;;;
RSA;Nombre de diagnostics associés dans ce RSA ;NDA;4;227;230;;;;;;;
RSA;Nombre de zones d'actes dans ce RSA ;NZA;5;231;235;;;;;;;
RSA;Filler ;FI233;30;236;265;;;;;;;
AG;Type d'autorisation à portée globale valide n° x;APGV;2;266;267;;;;;;;
SR;Zone de suppléments de radiothérapie n° x :  Code du supplément (n° GHS) ;CDSUPPL;4;;;;;;;;;
SR;Zone de suppléments de radiothérapie n° x : Nombre de suppléments ;NBSUPPL;3;;;;;;;;;
RU;RUM x : Numéro séquentiel du RUM;NRUM;2;;;;;;;;;
RU;RUM x : Numéro séquentiel de l'UM ;NSUM;4;;;;;;;;;
RU;RUM x : Numéro FINESS géographique ;FGEO;9;;;;;;;;;
RU;RUM x : DP ;DP;6;;;;;;;;;
RU;RUM x : DR ;DR;6;;;;;;;;;
RU;RUM x : IGS2 ;IGS2;3;;;;;;;;;
RU;RUM x : Age gestationnel du RUM ;AGEGR;2;;;;;;;;;
RU;RUM x : Nombre de diagnostics associés du RUM (Nb_DA_R_1) ;NDA;2;;;;;;;;DA;
RU;RUM x : Nombre de zones d'actes du RUM (Nb_Act_R_1) ;NZA;3;;;;;;;;ZA;
RU;RUM x : Durée séjour partielle ;DSP;4;;;;;;;;;
RU;RUM x : Premier type d'autorisation d'UM ;TAR1;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le premier type ;NAS1;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le premier type ;NBS1;4;;;;;;;;;
RU;RUM x : Deuxième type d'autorisation d'UM ;TAR2;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le deuxième type ;NAS2;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le deuxième type ;NBS2;4;;;;;;;;;
DA;DA n° x du RUM n° y ;TDA;6;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Délai depuis la date d'entrée du séjour;DLDA;3;;;;;;;en nombre de jours (date de l'acte - date d'entrée du séjour), blanc si date non renseignée;;
ZA;Zone acte n° x du RUM n° y : Code CCAM ;CCCAM;7;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension PMSI ;XTPMSI;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Phase ;PHASE;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Activité ;ACTIV;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension documentaire ;XTDOC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Modificateurs ;MDIF;4;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Remboursement exceptionnel ;REMBEXC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Association non prévue ;ASSNP;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Nombre de réalisations de l'acte ;NBREAL;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Dates de validité de l'acte compatibles avec les dates du RUM ;DVACDR;1;;;;;;;"1 si période d'effet de l'acte ne correspond pas au RUM ; 2 sinon";;
S:;RSA1;;;;;;;;;;;
