Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSA;Type de séjour ;TYSEJ;1;70;70;;;;;;;
RSA;Durée totale du séjour dans le champ du PMSI ;DUTSP;4;71;74;;;;;;;
RSA;Code géographique de résidence ;CGRES;5;75;79;;;;;;;
RSA;Poids d'entrée (en grammes) ;PEGR;4;80;83;;;;;;;
RSA;Age gestationnel retenu pour le groupage ;AGRG;2;84;85;;;;;;;
RSA;Délai de la date des dernières règles par rapport à la date d'entrée ;DDRDE;3;86;88;;;;;;;
RSA;Nombre de séances ;NBSE;2;89;90;;;;;;;
RSA;Numéro de GHS (du GHM GENRSA) ;NGHS;4;91;94;;;;;;;
RSA;Nombre de journées au-delà de la borne extrême haute ;NJBEH;4;95;98;;;;;;;
RSA;Type de séjour inférieur à la borne extrême basse ;NJBEB;1;99;99;;;;;;;
RSA;Nb journées EXB ;NJEXB;3;100;102;;;;;;;
RSA;Forfait dialyse;FDIAL;4;103;106;;;;;;;
RSA;Top UHCD ;TUHCD;1;107;107;;;;;;;
RSA;Confirmation du codage du séjour ;CCOSJ;1;108;108;;;;;;;
RSA;Nombre de suppléments pour hémodialyse hors séances ;NSHHS;3;109;111;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale automatisée hors séances ;NSEDP;3;112;114;;;;;;;
RSA;Nombre de suppléments pour les entraînements à la dialyse péritonéale continue ambulatoire hors séances ;NSEDPC;3;115;117;;;;;;;
RSA;Nombre de suppléments pour les entraînements à l'hémodialyse hors séances ;NSEHHS;3;118;120;;;;;;;
RSA;Nombre d'actes menant dans le GHS 9615 ;NAG9615;3;121;123;;;;;9615(aphérèse sanguine) ;;
RSA;Nombre de zones de suppléments de radiothérapie (Nb_Rdth) ;NZSRT;1;124;124;;;;;;SR;
RSA;Filler ;FLR125;22;125;146;;;;;;;
RSA;Nombre de suppléments caisson hyperbare ;NSCH;3;147;149;;;;;;;
RSA;Type de prestation de prélèvement d'organe ;NPPORG;1;150;150;;;;;1, 2 ou 3 ;;
RSA;Nombre de suppléments pour REA (réanimation) ;NSREA;3;151;153;;;;;;;
RSA;Nombre de suppléments soins intensifs provenant de la réanimation ;NSSIR;3;154;156;;;;;;;
RSA;Nombre de suppléments pour STF (soins intensifs) ;NSSTF;3;157;159;;;;;;;
RSA;Nombre de suppléments pour SRC (surveillance continue) ;NSSRC;3;160;162;;;;;;;
RSA;Nombre de suppléments NN1 ;NSNN1;3;163;165;;;;;;;
RSA;Nombre de suppléments NN2 ;NSNN2;3;166;168;;;;;;;
RSA;Nombre de suppléments NN3 ;NSNN3;3;169;171;;;;;;;
RSA;Nombre de suppléments REP (réanimation pédiatrique) ;NSREP;3;172;174;;;;;;;
RSA;Passage dans un lit dédié de soins palliatifs ;PLSPAL;1;175;175;;;;;;;
RSA;Type de machine en radiothérapie ;TYMRT;1;176;176;;;;;;;
RSA;Type de dosimétrie ;TYDOSI;1;177;177;;;;;;;
RSA;Numéro d'innovation ;NINNOV;15;178;192;;;;;;;
RSA;Nombre de faisceaux;NFAISC;1;193;193;;;;;;;
RSA;N° séquentiel du RUM ayant fourni le DP ;NRUPDP;2;194;195;;;;;;;
RSA;Diagnostic principal (DP) ;DP;6;196;201;;;;;;;
RSA;Diagnostic relié (DR) ;DR;6;202;207;;;;;;;
RSA;Nombre de diagnostics associés dans ce RSA ;NDA;4;208;211;;;;;;;
RSA;Nombre de zones d'actes dans ce RSA ;NZA;5;212;216;;;;;;;
SR;@Zone de suppléments de radiothérapie n° x :  Code du supplément (n° GHS) ;CDSUPPL;4;;;;;;;;;
SR;Zone de suppléments de radiothérapie n° x : Nombre de suppléments ;NBSUPPL;3;;;;;;;;;
RU;RUM x : DP ;DP;6;;;;;;;;;
RU;RUM x : DR ;DR;6;;;;;;;;;
RU;RUM x : IGS2 ;IGS2;3;;;;;;;;;
RU;RUM x : Nombre de diagnostics associés du RUM (Nb_DA_R_1) ;NDA;2;;;;;;Droite/Zéro;;DA;
RU;RUM x : Nombre de zones d'actes du RUM (Nb_Act_R_1) ;NZA;3;;;;;;Droite/Zéro;;ZA;
RU;RUM x : Durée séjour partielle ;DSP;4;;;;;;;;;
RU;RUM x : Premier type d'autorisation d'UM ;TAR1;2;;;;;;;;;
RU;RUM x : Nature du supplément pour le premier type ;NAS1;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le premier type ;NBS1;4;;;;;;;;;
RU;RUM x : Deuxième type d'autorisation d'UM ;TAR2;2;;;;;;;;;
RU;RUM x : Nature du supplément pour le deuxième type ;NAS2;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le deuxième type ;NBS2;4;;;;;;;;;
DA;DA n° x du RUM n° y ;TDA;6;;;;;;;;;
ZA;@Zone acte n° x du RUM n° y : Délai depuis la date d'entrée ;DLDA;3;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Code CCAM ;CCCAM;7;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Phase ;PHASE;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Activité ;ACTIV;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension documentaire ;XTDOC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Modificateurs ;MDIF;4;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Remboursement exceptionnel ;REMBEXC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Association non prévue ;ASSNP;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Nombre de réalisations de l'acte ;NBREAL;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Dates de validité de l'acte compatibles avec les dates du RUM ;DVACDR;1;;;;;;;1 : oui, 2 : non ;;
S:;RSA1;;;;;;;;;;;
