Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RU;RUM x : DR ;DR;6;;;;;;;;;
RU;RUM x : IGS2 ;IGS2;3;;;;;;;;;
RU;RUM x : Age gestationnel du RUM ;AGEGR;2;;;;;;;;;
RU;RUM x : Nombre de diagnostics associés du RUM (Nb_DA_R_1) ;NDA;2;;;;;;;;DA;
RU;RUM x : Nombre de zones d'actes du RUM (Nb_Act_R_1) ;NZA;3;;;;;;;;ZA;
RU;RUM x : Durée séjour partielle ;DSP;4;;;;;;;;;
RU;RUM x : Premier type d'autorisation d'UM ;TAR1;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le premier type ;NAS1;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le premier type ;NBS1;4;;;;;;;;;
RU;RUM x : Deuxième type d'autorisation d'UM ;TAR2;4;;;;;;;;;
RU;RUM x : Nature du supplément pour le deuxième type ;NAS2;2;;;;;;;;;
RU;RUM x : Nombre de supplément pour le deuxième type ;NBS2;4;;;;;;;;;
DA;DA n° x du RUM n° y ;TDA;6;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Délai depuis la date d'entrée du séjour;DLDA;3;;;;;;;en nombre de jours (date de l'acte - date d'entrée du séjour), blanc si date non renseignée;;
ZA;Zone acte n° x du RUM n° y : Code CCAM ;CCCAM;7;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension PMSI ;XTPMSI;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Phase ;PHASE;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Activité ;ACTIV;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Extension documentaire ;XTDOC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Modificateurs ;MDIF;4;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Remboursement exceptionnel ;REMBEXC;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Association non prévue ;ASSNP;1;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Nombre de réalisations de l'acte ;NBREAL;2;;;;;;;;;
ZA;Zone acte n° x du RUM n° y : Dates de validité de l'acte compatibles avec les dates du RUM ;DVACDR;1;;;;;;;"1 si période d'effet de l'acte ne correspond pas au RUM ; 2 sinon";;
S:;RSA1;;;;;;;;;;;
