Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
VH;Numéro accident du travail ou date d’accident de droit commun ;NAT;9;232;240;F ;A;A;;L’organisme obligatoire peut selon conventions régler directement la part de l’organisme complémentaire à l’établissement ou à l’assuré ou transmettre l’image de son décompte à l’organisme complémentaire. Lorsque l’établissement pratique un tiers payant sur la part complémentaire, il doit obligatoirement positionner le n° de l’organisme complémentaire, cadré à droite, et complété par des zéros à gauche, ou le top mutualiste «M » en position 128, la zone étant complétée par des blancs. ;;
VH;N° d’organisme complémentaire ;NOCO;10;241;250;F ;A;A;;L’organisme obligatoire peut selon conventions régler directement la part de l’organisme complémentaire à l’établissement ou à l’assuré ou transmettre l’image de son décompte à l’organisme complémentaire. Lorsque l’établissement pratique un tiers payant sur la part complémentaire, il doit obligatoirement positionner le n° de l’organisme complémentaire, cadré à droite, et complété par des zéros à gauche, ou le top mutualiste «M » en position 128, la zone étant complétée par des blancs. ;;
VH;Nature de la pièce justificative des droits ;NPJU;1;251;251;O ;A;A;;Voir codification en annexe 8 - JUSTIFICATION DES DROITS AMO ;;
VH;Prise en charge établie le ;DTPEC;8;252;259;F ;A;A;;Obligatoire si l’établissement a indiqué qu’il possède une prise en charge. Indiquer la date de prise en charge par l’organisme d’Assurance maladie.ATTENTION format différent de B2 JJMMAAAA ;;
VH;Attestation de droits, carte Vitale ou prise en charge valable à compter du. ;DTADD;8;260;267;F ;A;D;;Obligatoire si l’établissement a indiqué que l’assuré a présenté une attestation de droits, une carte Vitale ou une prise en charge. Indiquer la date de validité de cette attestation. ATTENTION format différent de B2 JJMMAAAA ;;
VH;Délivrée par ;ADDP;3;268;270;F ;A;A;;Code de l’organisme ayant délivré l’attestation de droits, la carte Vitale ou la prise en charge. (A prendre sur l’attestation de droits, la carte Vitale ou la prise en charge) ;;
VH;Régime de prestation de l’assuré ;RPRA;3;271;273;F ;A;A;;A reprendre sur la prise en charge ou laisser à 000. Cette information est obligatoire, en cas de présence de types 2B/2C, pour les bénéficiaires relevant de la subsistance « F212 », au sens du décret du 22.12.1967 (ex : bénéficiaires hospitalisés MECS, …) ;;
VH;Top éclatement des flux par l’établissement ;TEFE;1;274;274;F ;A;A;;Valeur « F » : éclatement du flux à la source par l’établissement. La part AMC est transmise sur une facture distincte (hors CMU uniquement). A blanc : Pas d’éclatement à la source. ;;
VH;Date d’entrée ;DENT;8;275;282;O ;A;D;;Date d’entrée de l’hospitalisé dans l’établissement qui présente la facture (ou date de début de facturation). ATTENTION format différent de B2 JJMMAAAA ;;
VH;Date de sortie ;DSOR;8;283;290;O ;A;D;;Indiquer la date de sortie réelle si tel est le cas, ou la date limite de facturation s’il s’agit d’une facturation partielle. ATTENTION format différent de B2 JJMMAAAA ;;
VH;Montant total du séjour facturé au patient ;MTSFP;8;291;298;F ;A;A;;Indicateur Simphonie Montant facturé au titre de la part patient ;;
VH;Rejet AMO ;RJAMO;1;299;299;O ;A;A;;Indicateur Simphonie Nombre de fois où FT AMO a été rejetée (0 à 9) ;;
VH;Date de facturation AMO ;DFAMO;8;300;307;F ;A;D;;Indicateur Simphonie Date de l’envoi de la FT AMO ;;
VH;Date de facturation AMC ;DFAMC;8;308;315;F ;A;D;;Indicateur Simphonie Date de l’envoi de la FT AMC ;;
VH;Date de facturation patient ;DFP;8;316;323;F ;A;D;;Indicateur Simphonie Date de l’envoi de la FT patient ;;
VH;Date de paiement AMO ;DPAMO;8;324;331;F ;A;D;;Indicateur Simphonie Date à laquelle la FT AMO est payée en totalité (statut S16) ;;
VH;Date de paiement AMC ;DPAMC;8;332;339;F ;A;D;;Indicateur Simphonie Date à laquelle la FT AMC est payée en totalité (statut S16) ;;
VH;Date de paiement patient ;DPP;8;340;347;F ;A;D;;Indicateur Simphonie Date à laquelle la FT patient est payée en totalité (statut S16) ;;
VH;Statut FT AMO ;SFAMO;1;348;348;O ;A;A;;0 : avant FT validée (statut S2 à S5) 1 : FT validée (statut S6 à S12, S14, S19, et S20) 2 : FT en NiNi (statut S13) 3 : FT payée (S15+S16+S17+S18) 9 : sans objet ;;
VH;Statut FT AMC ;SFAMC;1;349;349;O ;A;A;;0 : avant FT validée (statut S2 à S5) 1 : FT validée (statut S6 à S12, S14, S19, et S20) 2 : FT en NiNi (statut S13) 3 : FT payée (S15+S16+S17+S18) 9 : sans objet;;
VH;Statut FT patient ;SFP;1;350;350;O ;A;A;;0 : avant FT validée (statut S2 à S5) 1 : FT validée (statut S6 à S12, S14, S19, et S20) 2 : FT en NiNi (statut S13) 3 : FT payée (S15+S16+S17+S18) 9 : sans objet ;;
VH;Pays d’assurance social ;PYAS;3;351;353;O ;A;A;;Code à 2 lettres du pays d’assurance social du patient (norme ISO 3166) ;;
VH;Numéro d'identification permanent du patient;IPP;20;354;373;O ;A;A;;;;
VH;Complément au numéro de titre de recette ;CNTR;6;374;379;F ;A;A;;Obligatoire pour le receveur des hôpitaux publics. Complément au numéro de titre de recette (position 30-38 du type 2 CP). ;;
VH;Top déclaration de médecin traitant ;TDMT;1;380;380;F ;A;A;;Valeur « O » si le bénéficiaire a déclaré un médecin traitant. Valeur « N » si le bénéficiaire n’a pas déclaré de médecin traitant. A blanc dans les autres situations. ;;
VH;Nom du médecin traitant ou du praticien qui a orienté le patient ;NMMT;25;381;405;F ;A;A;;A renseigner pour les factures médecins : Obligatoire si le patient est orienté. ;;
VH;Prénom du médecin traitant ou du praticien qui a orienté le patient ;PNMT;15;406;420;F ;A;A;;A renseigner pour les factures médecins : Obligatoire si le patient est orienté. ;;
VH;Indicateur du parcours de soins ;IPS;1;421;421;F ;A;A;;Valeurs possibles dans le cadre du parcours de soins : Cf. annexe 25. ;;
VH;CMUC en gestion unique ;CMUCGU;1;422;422;F ;A;A;;0 : Non | 1 : Oui, laisser à vide si pas d'information ou non applicable ;;
VH;Établissement de Transfert ;ETR;14;423;436;F ;A;A;;N° FINESS de l’établissement destinataire en cas de transfert > 48h ;;
VH;Établissement de Retour ;ERE;14;437;450;F ;A;A;;N° FINESS de l’établissement de transfert lorsque le patient revient dans l'établissement d'origine ;;
VH;Nombre de disciplines de prestations (N) ;NDMT;2;451;452;O ;A;A;;;DMT;
DMT;DMT n°1: Discipline de prestations (ex DMT) ;DPRES;3;;;F ;A;A;;;;
DMT;Mode de traitement ;MDT;2;;;F ;A;A;;;;
DMT;Date de début de séjour ;DTDSJ;8;;;O ;A;D;;ATTENTION format différent de B2 JJMMAAAA ;;
DMT;Date de fin de séjour ;DTFSJ;8;;;O ;A;D;;ATTENTION format différent de B2 JJMMAAAA ;;
DMT;Prix unitaire ;PU;7;;;O ;A;A;;5+2 ;;5+2 
DMT;Base de remboursement ;BR;8;;;O ;A;A;;6+2 ;;6+2 
DMT;Taux applicable à la prestation ;TXAP;3;;;O ;A;A;;;;
DMT;Montant remboursable par la caisse ;MRC;8;;;O ;A;A;;6+2 ;;6+2 
S:;VH1;;;;;;;;;;;
