Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSFM;Extension documentaire;XTD;1;88;88;F;A;A;NA/NA;Type 4 M 56;;
RSFM;Activité;ACT;1;89;89;O;A;A;NA/NA;Type 4 M 57;;
RSFM;Phase;PHA;1;90;90;F;N;N;NA/NA;Type 4 M 58;;
RSFM;Modificateur 1;MA1;1;91;91;F;A;A;NA/NA;Type 4 M 59;;
RSFM;Modificateur 2;MA2;1;92;92;F;A;A;NA/NA;Type 4 M 60;;
RSFM;Modificateur 3;MA3;1;93;93;F;A;A;NA/NA;Type 4 M 61;;
RSFM;Modificateur 4;MA4;1;94;94;F;A;A;NA/NA;Type 4 M 62;;
RSFM;Code association d'actes non prévue;CANP;1;95;95;F;A;A;NA/NA;Type 4 M 63;;
RSFM;Code remboursement sous condition;CRSC;1;96;96;F;A;A;NA/NA;Type 4 M 64;;
RSFM;N° dent 1;ND1;2;97;98;C;A;A;Gauche/Espace;Type 4 M 71 - Obligatoire pour les soins dentaires Utilisation de la norme ISO 3960-1984;;
RSFM;N° dent 2;ND2;2;99;100;C;A;A;Gauche/Espace;Type 4 M 73 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 3;ND3;2;101;102;C;A;A;Gauche/Espace;Type 4 M 75 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 4;ND4;2;103;104;C;A;A;Gauche/Espace;Type 4 M 77 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 5;ND5;2;105;106;C;A;A;Gauche/Espace;Type 4 M 79 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 6;ND6;2;107;108;C;A;A;Gauche/Espace;Type 4 M 81 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 7;ND7;2;109;110;C;A;A;Gauche/Espace;Type 4 M 83 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 8;ND8;2;111;112;C;A;A;Gauche/Espace;Type 4 M 85 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 9;ND9;2;113;114;C;A;A;Gauche/Espace;Type 4 M 87 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 10;ND10;2;115;116;C;A;A;Gauche/Espace;Type 4 M 89 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 11;ND11;2;117;118;C;A;A;Gauche/Espace;Type 4 M 91 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 12;ND12;2;119;120;C;A;A;Gauche/Espace;Type 4 M 93 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 13;ND13;2;121;122;C;A;A;Gauche/Espace;Type 4 M 95 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 14;ND14;2;123;124;C;A;A;Gauche/Espace;Type 4 M 97 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 15;ND15;2;125;126;C;A;A;Gauche/Espace;Type 4 M 99 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;N° dent 16;ND16;2;127;128;C;A;A;Gauche/Espace;Type 4 M 101 - Obligatoire pour les soins dentaires si plusieurs numéros de localisation de dents doivent être renseignés;;
RSFM;Numéro facture;NFACT;9;129;137;O;N;N;Droite/Zéro;Type 2 CP 30 - N° attribué par le partenaire de santé. Il ne doit pas y avoir de N° en double, durant la période à déterminer avec l'assurance maladie. Le numéro de la facture doit etre différent de zéro. ;;
S:;MONO;;;;;;;;;;;
