Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RSFA;Total honoraire remboursable AM;THRA;8;130;137;F;N;N;Droite/Zéro;Type 5 CP - 66 - Id 6+2;;6+2
RSFA;Total participation assuré avant OC;TPAAO;8;138;145;F;N;N;Droite/Zéro;Type 5 CP - 74 - Total des lignes de type 3 (RSF B et P) : 6+2;;6+2
RSFA;Total remboursable OC pour les PH;TROPH;8;146;153;F;N;N;Droite/Zéro;Type 5 CP - 82 - 6+2;;6+2
RSFA;Total remboursable OC pour les honoraires;TROHO;8;154;161;F;N;N;Droite/Zéro;Type 5 CP - 90 - 6+2;;6+2
RSFA;Montant total facturé pour PH;MTFAPH;8;162;169;F;N;N;Droite/Zéro;Type 5 CP - 115 - 6+2;;6+2
RSFA;Filler;F170;1;170;170;F;A;A;NA/NA; -  - ;;
RSFA;Patient bénéficiaire de la CMU;PCMU;1;171;171;F;N;N;Droite/Zéro;NA -  - 0 : Non | 1 : Oui, laisser à vide si pas d'information;;
RSFA;Valorisé par FIDES;VFID;1;172;172;O;A;A;NA/NA;NA -  - ;;
RSFA;Code gestion;CGES;2;173;174;O;A;A;NA/NA;NA -  - Reporter l’information figurant dans la zone « régime obligatoire » de la carte vitale;;
RSFA;Filler;F175;9;175;183;F;A;A;NA/NA; -  - ;;
RSFA;N° d’organisme complémentaire;NOC;10;184;193;F;A;A;NA/NA;Type 2 CP - 119 - L’organisme obligatoire peut selon conventions régler directement la part de l’organisme complémentaire à l’établissement ou à l’assuré ou transmettre l’image de son décompte à l’organisme complémentaire. Lorsque l’établissement pratique un tiers payant sur la part complémentaire, il doit obligatoirement positionner le n° de l’organisme complémentaire, cadré à droite, et complété par des zéros à gauche, ou le top mutualiste «M » en position 128, la zone étant complétée par des blancs.;;
RSFA;Numéro accident du travail ou date d’accident de droit commun;NAT;9;194;202;F;A;A;NA/NA;Type 2 CP - 86 - Obligatoire en cas d’accident. Lorsque la Nature d’Assurance est AT (41) : indiquer le numéro de l’AT (pour le RG, AAMMJJ + code CRAM + clé à contrôler, voir annexe 5) ou la date de l’AT (AAMMJJ, cadrée à droite et complétée par 3 zéros). Lorsque la Nature d'Assurance est AS (10 ou 13): indiquer la date d’accident de droit commun (AAMMJJ, cadrée à droite et complétée par 3 zéros);;
S:;MONO;;;;;;;;;;;
