Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
RHS;Dépendance à l’alimentation;DALI;1;171;171;F ;A;A;NA/NA ;Obligatoire pour chaque RHS en hospitalisation partielle, Obligatoire pour le premier et le dernier RHS de la suite de RHS en hospitalisation complète, et toutes les 4 semaines à compter du 1er RHS de la suite, facultatif sinon.;;
RHS;Dépendance à la continence;DCNT;1;172;172;F ;A;A;NA/NA ;Obligatoire pour chaque RHS en hospitalisation partielle, Obligatoire pour le premier et le dernier RHS de la suite de RHS en hospitalisation complète, et toutes les 4 semaines à compter du 1er RHS de la suite, facultatif sinon.;;
RHS;Dépendance au comportement;DCMP;1;173;173;F ;A;A;NA/NA ;Obligatoire pour chaque RHS en hospitalisation partielle, Obligatoire pour le premier et le dernier RHS de la suite de RHS en hospitalisation complète, et toutes les 4 semaines à compter du 1er RHS de la suite, facultatif sinon.;;
RHS;Dépendance à la relation;DREL;1;174;174;F ;A;A;NA/NA ;Obligatoire pour chaque RHS en hospitalisation partielle, Obligatoire pour le premier et le dernier RHS de la suite de RHS en hospitalisation complète, et toutes les 4 semaines à compter du 1er RHS de la suite, facultatif sinon.;;
RHS;Nombre de diagnostics associés dans ce RHS (n1) ;NDA;2;175;176;O ;N;N;Droite/Zéro ;00-99 ;DA;
RHS;Nombre d'actes CSARR dans ce RHS (n2) ;NCSA;3;177;179;O ;N;N;Droite/Zéro ;000-999 ;ACS;
RHS;Nombre d'actes CSAR dans ce RHS (n3);NCSR;3;180;182;O;N;N;Droite/Zéro ;000-999 ;ACR;
RHS;Nombre d'actes CCAM dans ce RHS (n4) ;NCCA;2;183;184;O ;N;N;Droite/Zéro ;00-99 ;ACC;
RHS;Poursuite du même projet thérapeutique ;PPTH;1;185;185;F ;A;A;NA/NA ;1 : Oui, 2 : Non ;;
RHS;Filler ;FLR186;1;186;186;F ;A;A;NA/NA ;Blancs;;
RHS;Lits (ou places) identifié(e)s ou dédié(e)s;LISP;2;187;188;F ;A;A;NA/NA ;'08' ou espaces. Ex - ‘Lits (ou places) identifié(e)s ou dédié(e)s’;;
RHS;Type d’unité spécifique;TUSP;2;189;190;O ;A;A;NA/NA ;"USP SSR: ""08"" , UCC : ""09"" , Unité EVC-EPR : ""10""";;
DA;DAS;TDA;8;;;O ;A;A;Gauche/Espace ;OMS-CIM 10 ;;
ACS;Code principal ;CACS;7;;;O ;A;A;Gauche/Espace ;CSARR ;;
ACS;Code supplémentaire « appareillage » ;CSAPP;3;;;F ;A;A;NA/NA ;obligatoire si acte appartient à la liste « appareillage » ;;
ACS;Code modulateur de lieu ;CML;2;;;F ;A;A;NA/NA ;;;
ACS;Code « modulateur de patient » n° 1 ;CMP1;2;;;F ;A;A;NA/NA ;;;
ACS;Code modulateur de technicité;CMP2;2;;;F ;A;A;NA/NA ;ex-’Code « modulateur de patient » n° 2’;;
ACS;Code intervenant ;CINT;2;;;O ;A;A;Code intervenant du professionnel ayant la responsabilité de la réalisation de l’acte ;;;
ACS;Module/Niveau de technicité;NMTECH;1;;;N;A;A;Gauche/Espace ;"Obligatoire si code modulateur de technicité appartient à la liste des ""PTS avec plusieurs modules ou niveaux""";;
ACS;Nombre de réalisations ;NREAL;2;;;O ;N;N;Droite/Zéro ;;;
ACS;Date de réalisation ;DR;8;;;O ;A;D;NA/NA ;;;
ACS;Nombre réel de patients;NRPA;2;;;O ;N;N;>=2 pour les actes de type « collectif » , =1 pour les actes de types pluri professionnels, >=1 pour les autres types d’actes;;;
ACS;Nombre d’intervenants ;NINT;2;;;F ;N;N;Obligatoire si acte appartient à la liste des actes pluriprofessionnels ;;;
ACS;Extension Documentaire ;XDOCU;2;;;F ;A;A;;;;
ACR;Code principal;CACR;5;;;O;A;A;Gauche/Espace ;;;
ACR;Code modulateur de lieu;CML;2;;;F ;A;A;Gauche/Espace ;L1,L2,L3. Pour L3 : codable si au moins un modulateur de technicité est codé;;
ACR;Code modulateur de temps;CMTPS;2;;;F ;A;A;Gauche/Espace ;T0,T1,T2,T3, ou T4. Codables seulement pour les actes éligibles aux modulateurs de temps;;
ACR;Code modulateur de technicité;CMTECH;2;;;F ;A;A;Gauche/Espace ;QI,QF,QS,QQ,QC,QM;;
ACR;Module/Niveau de technicité;NMTECH;1;;;F ;A;A;Gauche/Espace ;0 ou blanc : Non codé\n1 :  module niveau 1 (libellé dépendant du modulateur de technicité)\n2 : module niveau 2 (libellé dépendant du modulateur de technicité)\nCodable seulement si code modulateur de technicité appartient à la liste des 'PTS avec plusieurs modules ou niveaux' (QS,QQ,QC).;;
ACR;Code intervenant;CINT;2;;;O;A;A;NA/NA ;Code intervenant du professionnel ayant la responsabilité de la réalisation de l’acte;;
ACR;Modalité collective;MCOLL;1;;;F ;N;N;Droite/Zéro ;Si Vrai =1, Si Faux ou NC=0;;
ACR;Modalité pluriprofessionnelle;MPPRO;1;;;F ;N;N;Droite/Zéro ;Si Vrai =1, Si Faux ou NC=0;;
ACR;Nombre de réalisations;NREAL;2;;;O;N;N;Droite/Zéro ;;;
ACR;Date de réalisation;CR;8;;;O;N;D;NA/NA ;;;
ACR;Extension documentaire;XDOCU;2;;;F ;A;A;Gauche/Espace ;;;
ACR;Filler;FLR29;2;;;F ;A;A;Gauche/Espace ;;;
ACC;Date de réalisation ;DR;8;;;F ;N;D;NA/NA ;JJMMAAAA ;;
ACC;Code de l'acte ;CCCA;10;;;O ;A;A;NA/NA ;Code CCAM sur 7 caractères + extension sur 3 caractères commençant par ‘-‘ suivi de 2 chiffres, OBLIGATOIRE LORSQU'ELLE EXISTE;;
ACC;Code de la phase ;PHAS;1;;;O ;A;A;NA/NA ;CCAM ;;
ACC;Code de l'activité ;ACTI;1;;;O ;A;A;NA/NA ;CCAM ;;
ACC;Extension documentaire ;XDOCU;1;;;F ;A;A;NA/NA ;CCAM ;;
ACC;Nombre de réalisations ;NREAL;2;;;O ;N;N;Droite/Zéro ;;;
S:;RHS1;;;;;;;;;;;
