Typ;Libellé;Nomc;Taille;Début;Fin;Obligatoire[1];Type[2];TypePref;Cadrage/Remplissage[3];Remarques;Compteur;Format
AH;Date de l'hospitalisation ;DTH;8;230;237;O;A;D;;;;
AH;Montant total du séjour remboursable pour l'AMC ;MTSRC;10;238;247;O;A;A;;;;
AH;Date de naissance du bénéficiaire ;DNAIS;8;248;255;O;A;D;;;;
AH;Sexe du bénéficiaire ;SEXE;1;256;256;O;A;A;;;;
AH;Code participation assuré ;CPA;1;257;257;F;A;A;;;;
AH;N° d’entrée ;NENT;9;258;266;O;N;N;;;;
AH;Rang de naissance ;RGN;1;267;267;F;N;N;;;;
AH;Rang du bénéficiaire ;RGB;3;268;270;F;N;N;;;;
AH;N° caisse gestionnaire ;NCAG;3;271;273;O;A;A;;;;
AH;N° centre gestionnaire ;NCEG;4;274;277;O;A;A;;;;
AH;Confirmation de la prise en charge dans le cadre du dispositif des soins urgents ;CPECU;1;278;278;F;A;A;;;;
AH;Numéro accident du travail ou date d’accident de droit commun ;NAT;9;279;287;F;A;A;;;;
AH;N° d’organisme complémentaire ;NOCO;10;288;297;F;A;A;;;;
AH;Nature de la pièce justificative des droits ;NPJU;1;298;298;O;A;A;;;;
AH;Prise en charge établie le ;DTPEC;8;299;306;F;A;A;;;;
AH;Attestation de droits, carte Vitale ou prise en charge valable à compter du. ;DTADD;8;307;314;F;A;A;;;;
AH;Délivrée par ;ADDP;3;315;317;F;A;A;;;;
AH;Régime de prestation de l’assuré ;RPRA;3;318;320;F;A;A;;;;
AH;Top éclatement des flux par l’établissement ;TEFE;1;321;321;F;A;A;;;;
AH;Date d’entrée ;DENT;8;322;329;O;A;D;;;;
AH;Date de sortie ;DSOR;8;330;337;O;A;D;;;;
AH;Montant total du séjour facturé au patient ;MTSFP;8;338;345;F;N;N;;;;
AH;Rejet AMO ;RJAMO;1;346;346;O;A;A;;;;
AH;Date de facturation AMO ;DFAMO;8;347;354;F;A;D;;;;
AH;Date de facturation AMC ;DFAMC;8;355;362;F;A;D;;;;
AH;Date de facturation patient ;DFP;8;363;370;F;A;D;;;;
AH;Date de paiement AMO ;DPAMO;8;371;378;F;A;D;;;;
AH;Date de paiement AMC ;DPAMC;8;379;386;F;A;D;;;;
AH;Date de paiement patient ;DPP;8;387;394;F;A;D;;;;
AH;Statut FT AMO ;SFAMO;1;395;395;O;A;A;;;;
AH;Statut FT AMC ;SFAMC;1;396;396;O;A;A;;;;
AH;Statut FT patient ;SFP;1;397;397;O;A;A;;;;
AH;Pays d’assurance social ;PYAS;3;398;400;O;A;A;;;;
AH;Numéro d’identification permanent du patient (IPP);IPP;20;401;420;O;A;A;;;;
AH;Filler ;FLR421;50;421;470;O;A;A;;;;
AH;Empreinte numérique ;EMPNUM;32;471;502;O;A;A;;;;
AH;Zone chiffrée ;ZONECH;781;503;1283;O;A;A;;;;
S:;MONO;;;;;;;;;;;
